,Name,Val,time,space
0,a,0,0.0,0
1,d15112.tsp,,30.0,
2,pr107.tsp,57503.041524445405,0.16680216789245605,605382
3,kroB200.tsp,38978.906995041165,1.0576579570770264,1302758
