,Name,Val,time,space
0,a,0.0,0.0,0
1,a280.tsp,3751.3988440001685,0.45,184347
2,d1291.tsp,80210.59377217208,10.4,202256
3,pr264.tsp,70613.7888411385,0.41,158918
4,pr76.tsp,145338.11445183848,0.03,48960
5,d493.tsp,45571.71848892038,1.76,192632
6,pr136.tsp,151913.74200165656,0.1,112328
7,rat195.tsp,3329.6659014343,0.2,148696
